term; C1; C2
 пожар ;0.00802428187913506;0.0
 содержать ;0.0;0.000882198268476181
 митинг ;0.0;0.0007024746061436067
 норвегия ;0.0;0.0
 эмоциональный ;0.0037722228774420287;0.0
 палец ;0.0;0.0021138615816067327
 moscow ;0.0;0.0008155703608242409
 магазин ;0.0;0.0038604921878387533
 процветать ;0.0;0.0015033746789526693
 чей ;0.0;0.000882198268476181
 увы ;0.0;0.0008848208515938896
 западный ;0.006153011037092207;0.0
 приближаться ;0.0037722228774420287;0.0
 измеряться ;0.0;0.0015033746789526693
 персонал ;0.0;0.000882198268476181
 файл ;0.0;0.0008155703608242409
 обеспечиваться ;0.0;0.0019930804768008344
 важный ;0.0038676613586812064;0.0028472468755366327
 одиннадцатый ;0.006153011037092207;0.0
 напряжение ;0.0;0.0025391136309826628
 частность ;0.0;0.0032892080144307496
 soc ;0.0;0.0
 близкий ;0.00788392983295201;0.0037747470612111748
 общий ;0.009658877898051955;0.0
 создатель ;0.0;0.0012840683453194624
 способный ;0.0;0.003129723139462933
 договариваться ;0.009076746386333927;0.0
 смысл ;0.0;0.0007024746061436067
 lg ;0.0;0.012524367020480286
 новый ;0.003222664122573749;0.008712398409194784
 выигрывать ;0.006231613399747714;0.0
 лицо ;0.0027322829566328944;0.00412080933774676
 среда ;0.0;0.0029280582965410815
 маркер ;0.0;0.0007024746061436067
 ставить ;0.006720494024111139;0.0
 отправлять ;0.0;0.0008155703608242409
 голландский ;0.006312479520611608;0.0
 говорить ;0.009428813091262235;0.002046464796171655
 россиянин ;0.008011606708132363;0.0006586463229696157
 оля ;0.0075444457548840575;0.0
 анонс ;0.0;0.0
 лимит ;0.0;0.0
 редактирование ;0.0;0.0014561348965125168
 агентство ;0.0;0.001140816611761391
 баланс ;0.0;0.00221651925041389
 партнер ;0.0027322829566328944;0.00532455154185927
 построение ;0.0;0.0008155703608242409
 экс ;0.0037722228774420287;0.0
 calciomercato ;0.0;0.0
 уезжать ;0.009076746386333927;0.0
 достаточный ;0.0;0.00221651925041389
 желающий ;0.0;0.00221651925041389
 продолжаться ;0.006002214022567414;0.0
 криштиану ;0.006312479520611608;0.0
 тестирование ;0.0;0.0012840683453194624
 известный ;0.0033213048815686616;0.0018818466037336659
 соцмедиа ;0.0;0.0014049492122872134
 американский ;0.007504839614207898;0.0
 ученик ;0.0048456951254711;0.0
 сэр ;0.0037722228774420287;0.0
 информация ;0.0033653942686297225;0.003094696728978082
 белоруссия ;0.01539498010670049;0.0
 миллиард ;0.0;0.0020036583630647143
 игнорировать ;0.0048456951254711;0.0
 цитировать ;0.0;0.0
 очко ;0.0049941495064383815;0.0
 прошедший ;0.0;0.0
 датчанин ;0.0;0.001140816611761391
 кг ;0.0;0.0012840683453194624
 едва ;0.0;0.0
 преображать ;0.0;0.0008155703608242409
 telegraph ;0.0059298411939483296;0.0
 четвероногий ;0.0;0.0012840683453194624
 пониматься ;0.0;0.0015033746789526693
 досрочный ;0.00802428187913506;0.0
 большинство ;0.0;0.0020036583630647143
 вряд ;0.0;0.0
 авангард ;0.019069430283579377;0.0
 распознавание ;0.0;0.0014561348965125168
 вполне ;0.0;0.0
 хенрик ;0.0;0.0
 ускорять ;0.0;0.0021138615816067327
 дтп ;0.0;0.0
 будеевица ;0.0;0.0
 оптимально ;0.0;0.0012648234779355791
 общение ;0.0;0.0007024746061436067
 панель ;0.0;0.0019079691098071445
 внимание ;0.0048291998202196675;0.0007715298311145166
 бот ;0.0;0.002787447635129822
 вентилятор ;0.0;0.0008155703608242409
 получать ;0.006349079022849668;0.003668819600413792
 стабильность ;0.0;0.0020036583630647143
 мазут ;0.0;0.001140816611761391
 порядок ;0.0;0.000989025476363698
 драка ;0.0;0.0
 duplex ;0.0;0.0014561348965125168
 поединок ;0.007504839614207898;0.0
 кхл ;0.01823466095150159;0.0
 целый ;0.0;0.0015033746789526693
 скидка ;0.0;0.0
 назначать ;0.009657376596927857;0.0
 подчеркивать ;0.003637644438945829;0.0018368038704152498
 фирмино ;0.0;0.0
 сужать ;0.0;0.0007024746061436067
 продавать ;0.0049377777018848375;0.0012868307292795843
 сера ;0.0;0.0057040830588069545
 x ;0.0;0.0
 противоположный ;0.0;0.0
 поисковый ;0.0;0.0014561348965125168
 размер ;0.0;0.0
 имя ;0.004083500003519881;0.0008848208515938896
 ai ;0.0;0.002446711082472722
 окисление ;0.0;0.001140816611761391
 интеллектуальный ;0.0;0.0007024746061436067
 страничка ;0.0;0.0
 сожаление ;0.007504839614207898;0.0
 четыре ;0.006128688006699143;0.0
 убеждать ;0.0048456951254711;0.0
 плохой ;0.011569313226552125;0.0
 интерфейс ;0.0;0.0016463637220753007
 отрицательный ;0.0;0.0007024746061436067
 вода ;0.0;0.0010164690875075284
 соблюдение ;0.0;0.0015033746789526693
 колесо ;0.0;0.0012840683453194624
 сайт ;0.0035581151135972043;0.0027849855982601712
 поведение ;0.0;0.004410991342380905
 операция ;0.0;0.0012648234779355791
 обучение ;0.0;0.002446711082472722
 многие ;0.0;0.00221651925041389
 наставник ;0.0037722228774420287;0.0
 пыль ;0.0;0.0008155703608242409
 пробег ;0.0;0.0025296469558711582
 качество ;0.0;0.004004741524210876
 петербургский ;0.0;0.0
 завоевание ;0.0;0.0
 оборудование ;0.0;0.003794470433806738
 поправка ;0.0;0.0012840683453194624
 отзыв ;0.012306022074184414;0.0
 поторопиться ;0.0037722228774420287;0.0
 тащить ;0.0;0.0012840683453194624
 lpddr ;0.0;0.0
 пока ;0.0;0.0049790356057276795
 hdr ;0.0;0.0
 подвластный ;0.0;0.0008155703608242409
 адаптивный ;0.0;0.0012648234779355791
 старт ;0.0;0.00664955775124167
 лайович ;0.006002214022567414;0.0
 вопрос ;0.011021912018131482;0.0
 воздействие ;0.0;0.0015033746789526693
 data ;0.0;0.0007024746061436067
 накрывать ;0.0;0.0020036583630647143
 момент ;0.004069677703758874;0.0025864398855681902
 активность ;0.0;0.0007024746061436067
 восточный ;0.0049941495064383815;0.0
 схема ;0.003637644438945829;0.0009913654895433851
 аккаунт ;0.0;0.002805546453605159
 новость ;0.005172291365849409;0.0008155703608242409
 подобный ;0.0;0.003969067570675492
 скрывать ;0.0;0.005611092907210318
 сторонний ;0.0;0.0015005059429547979
 адрес ;0.0048456951254711;0.0
 например ;0.0;0.0029122697930250335
 популярность ;0.0;0.0
 обзор ;0.0;0.0012840683453194624
 sport ;0.004547565611633706;0.0
 заключение ;0.0;0.0014561348965125168
 нос ;0.0;0.0
 реакция ;0.0;0.0007024746061436067
 нью ;0.0;0.0
 тренировка ;0.011581476563516258;0.0
 тест ;0.0;0.0
 псж ;0.018010150983964482;0.0
 вничью ;0.00802428187913506;0.0
 модуль ;0.0;0.0012648234779355791
 call ;0.0;0.0007024746061436067
 загитов ;0.01737221484527439;0.0
 многий ;0.003992662303445458;0.0026187371866863715
 барс ;0.0;0.0
 назревать ;0.0;0.002805546453605159
 отсоединение ;0.0;0.0010164690875075284
 обеспечение ;0.0;0.000882198268476181
 передавать ;0.0029169981292689858;0.001652583275838861
 появляться ;0.0;0.0009324509050944274
 производство ;0.0;0.004838063245584655
 пристальный ;0.0;0.0007024746061436067
 метод ;0.0033213048815686616;0.001534096249748461
 полный ;0.0;0.001140816611761391
 серьезно ;0.00802428187913506;0.0
 кино ;0.0;0.0014561348965125168
 крылов ;0.008240360745979943;0.0
 очень ;0.008729429406777083;0.0014000888373030028
 отклонение ;0.0;0.0012648234779355791
 уникальный ;0.0;0.0007024746061436067
 массовый ;0.0;0.0040711810026953
 полузащитник ;0.008454018846024342;0.0
 подымать ;0.0;0.001108259625206945
 пк ;0.0;0.002981847117035657
 дания ;0.0;0.001140816611761391
 выражать ;0.0037722228774420287;0.0
 топливо ;0.0;0.002281633223522782
 фактический ;0.0;0.0025296469558711582
 выпускать ;0.0;0.001108259625206945
 возбуждать ;0.0;0.000882198268476181
 австрия ;0.0;0.0
 пройти ;0.01447464586164295;0.0
 шайба ;0.0;0.0
 абовский ;0.0;0.0
 вонг ;0.0;0.002805546453605159
 изменяться ;0.005790738281758129;0.0
 мир ;0.006344438282921918;0.002194196927236299
 дисплей ;0.0;0.0
 квартал ;0.0;0.0
 протяжение ;0.0;0.0
 иметься ;0.0;0.0010164690875075284
 часто ;0.0;0.003344729309897299
 посоветовать ;0.0;0.0014561348965125168
 зенит ;0.0;0.0
 омский ;0.0065739168939502185;0.0
 лукак ;0.0059298411939483296;0.0
 газ ;0.0;0.006844899670568345
 южный ;0.0;0.0020036583630647143
 давать ;0.0065739168939502185;0.0011389266374766803
 моуриньо ;0.0075444457548840575;0.0
 захотеть ;0.004120180372989972;0.0
 фиксироваться ;0.0;0.0010164690875075284
 русскоязычный ;0.0;0.0007024746061436067
 загруженность ;0.0;0.0
 сколково ;0.0;0.002360961179858574
 ошибка ;0.01481749883309643;0.0
 событие ;0.0;0.0017108445240659252
 холодильник ;0.0;0.0008155703608242409
 решение ;0.008075783099497512;0.007054795732939212
 apple ;0.0;0.006434153646397922
 решать ;0.0;0.001140816611761391
 резонансный ;0.0;0.0007024746061436067
 больница ;0.015009679228415796;0.0
 необходимость ;0.0;0.0007024746061436067
 начинать ;0.0;0.004532618435915787
 пылесос ;0.0;0.0008155703608242409
 продажа ;0.0;0.010338820403669442
 консолидация ;0.0;0.0008155703608242409
 бортовой ;0.0;0.0012648234779355791
 лишаться ;0.0;0.0014561348965125168
 раздевалка ;0.0;0.0
 государственный ;0.0;0.0021138615816067327
 начальник ;0.0;0.002787447635129822
 sanpdragon ;0.0;0.0
 настраивать ;0.004547565611633706;0.0
 турнир ;0.014160297088009933;0.0
 зрение ;0.0;0.001764396536952362
 mi ;0.0;0.007269087026753268
 ряд ;0.0;0.0
 сообщать ;0.012490135312458172;0.0025232232243638515
 фигуристка ;0.011581476563516258;0.0
 читать ;0.0048456951254711;0.0
 snapdragon ;0.0;0.0
 сей ;0.004502008432174336;0.003104206176573706
 безопасность ;0.0;0.001140816611761391
 говориться ;0.0;0.0017605553074782146
 флорида ;0.009095131223267413;0.0
 встроенный ;0.0;0.0007461303678611407
 получаться ;0.004120180372989972;0.0
 жизнь ;0.004266735877218556;0.0014922607357222813
 наличие ;0.0;0.0
 заявление ;0.0;0.0013900836584732961
 обладатель ;0.005575377894532074;0.0
 techcrunch ;0.0;0.0012840683453194624
 восстановление ;0.00802428187913506;0.0
 наносить ;0.0;0.0015033746789526693
 конференция ;0.007395896639359584;0.0006586463229696157
 финал ;0.01518915406774612;0.0
 туринский ;0.005234893313715056;0.0
 разблокировать ;0.0;0.0010164690875075284
 плодотворный ;0.0;0.000882198268476181
 необходимо ;0.0037722228774420287;0.0
 план ;0.0;0.0021138615816067327
 масса ;0.0;0.002281633223522782
 массив ;0.0;0.0014049492122872134
 headhunter ;0.0;0.000882198268476181
 прошлый ;0.0;0.0
 обратный ;0.0;0.0014561348965125168
 питер ;0.007504839614207898;0.0
 совет ;0.003501368491801853;0.0015430596622290332
 фергюсон ;0.0075444457548840575;0.0
 поблагодарить ;0.007504839614207898;0.0
 примечательно ;0.0;0.002805546453605159
 позиция ;0.0048456951254711;0.0
 возможность ;0.0;0.0036412297173850517
 конкуренция ;0.0;0.003528793073904724
 час ;0.0049941495064383815;0.001978050952727396
 идеальный ;0.0;0.00221651925041389
 тема ;0.0;0.001885057005337821
 уля ;0.0059298411939483296;0.0
 использоваться ;0.0;0.0017080449245124787
 интеллект ;0.0;0.004860662764476419
 динамо ;0.024612044148368827;0.0
 усиление ;0.004120180372989972;0.0
 чемпионат ;0.014733872320756593;0.0
 технический ;0.010344582731698818;0.0007715298311145166
 приложение ;0.0;0.005172261748546601
 намеренный ;0.0;0.0015033746789526693
 гагарин ;0.01175462392010199;0.0
 флагман ;0.0;0.0
 big ;0.0;0.0007024746061436067
 проигрывать ;0.010229042820153437;0.0
 телефон ;0.0;0.0020036583630647143
 тв ;0.007754874458291616;0.0
 синьор ;0.006312479520611608;0.0
 liu ;0.0;0.00221651925041389
 ядро ;0.0;0.0006185538273587796
 обвинять ;0.0;0.0
 го ;0.00633441991283707;0.0
 собор ;0.01604856375827012;0.0
 станция ;0.0;0.0010164690875075284
 сон ;0.0;0.0
 пролив ;0.0;0.001140816611761391
 служба ;0.004502008432174336;0.0012762562639828748
 история ;0.006438601298427757;0.002077878648148816
 планирование ;0.0;0.0012648234779355791
 составлять ;0.0;0.004523741099997869
 моделирование ;0.0;0.0012648234779355791
 углерод ;0.0;0.001140816611761391
 происходить ;0.0;0.0007024746061436067
 время ;0.0;0.008852363207516676
 катастрофа ;0.0;0.0020036583630647143
 кнопка ;0.0;0.0010164690875075284
 отправляться ;0.009076746386333927;0.0
 аяксом ;0.006312479520611608;0.0
 специалист ;0.003637644438945829;0.002046464796171655
 oneplus ;0.0;0.00886607700165556
 корея ;0.0;0.0020036583630647143
 лигт ;0.0;0.0
 отдельный ;0.0;0.0015033746789526693
 наш ;0.004913965367382525;0.0023849368253254987
 вышеуказанный ;0.0;0.0029122697930250335
 втб ;0.0;0.0008155703608242409
 удовлетворять ;0.0;0.00221651925041389
 переставать ;0.002666028187176542;0.0021177677783720313
 алина ;0.011581476563516258;0.0
 неделя ;0.0;0.0025096876632774213
 вокруг ;0.0;0.004485851838757662
 добавлять ;0.009658399640439335;0.0008155703608242409
 давно ;0.0;0.0021138615816067327
 инженер ;0.0;0.0012840683453194624
 скоро ;0.0;0.0008155703608242409
 стоить ;0.0;0.0015005059429547979
 запрос ;0.0;0.0014561348965125168
 навсегда ;0.0;0.0021138615816067327
 отвечать ;0.0;0.0012648234779355791
 технологический ;0.0;0.005019375326554843
 душан ;0.006002214022567414;0.0
 отключение ;0.0;0.0020036583630647143
 обнимать ;0.004547565611633706;0.0
 осознание ;0.005790738281758129;0.0
 cpu ;0.0;0.0
 смартфон ;0.0;0.006887369238546059
 место ;0.009135305633197803;0.0028217496358271515
 регион ;0.0;0.0025391136309826628
 поступок ;0.006312479520611608;0.0
 улучшать ;0.0;0.002787447635129822
 английский ;0.0;0.0
 прежний ;0.0;0.001783173750918902
 будущее ;0.0;0.0029830464538903242
 натренированный ;0.0;0.0021138615816067327
 образ ;0.0;0.0
 мировой ;0.010344582731698818;0.0
 данный ;0.006515995572021392;0.003131109042413766
 подписывать ;0.004120180372989972;0.0
 android ;0.0;0.0
 повышаться ;0.0;0.0007024746061436067
 падение ;0.0;0.0012840683453194624
 заседание ;0.0;0.001764396536952362
 путь ;0.0037722228774420287;0.0
 уайлд ;0.0;0.0
 юридический ;0.0;0.002787447635129822
 атлетико ;0.0;0.0
 автоматический ;0.0;0.0036780402684593433
 соглашаться ;0.0;0.0
 такси ;0.0;0.0015430596622290332
 шампанское ;0.0;0.0
 motorola ;0.0;0.0
 планшет ;0.0;0.0
 купить ;0.0;0.0030502186834664587
 убыток ;0.0;0.0015033746789526693
 декодирование ;0.0;0.0
 заказ ;0.0;0.0018638205278216624
 гигиена ;0.0;0.0015033746789526693
 выполнение ;0.0;0.003979514585271497
 связь ;0.0;0.005572541627763809
 ответный ;0.0;0.0
 третий ;0.01120544831652041;0.004319502967422642
 иван ;0.007504839614207898;0.0
 спасибо ;0.007504839614207898;0.0
 перечень ;0.0;0.0
 монооксид ;0.0;0.001140816611761391
 основной ;0.0;0.0017108445240659252
 эксперт ;0.0;0.0050442146821626215
 уровень ;0.0;0.0016994742439090551
 планомерно ;0.0;0.0
 сходить ;0.0;0.0012840683453194624
 потребитель ;0.0;0.000882198268476181
 ссылка ;0.0;0.001140816611761391
 правильный ;0.0;0.000882198268476181
 твиттер ;0.0;0.0
 монитор ;0.0;0.012004047543638383
 гуннар ;0.008156903234194122;0.0
 уникально ;0.0037722228774420287;0.0
 прокомментировать ;0.004547565611633706;0.0
 й ;0.006002214022567414;0.0
 любой ;0.004456681141690249;0.0039254017938460785
 организация ;0.0;0.002787447635129822
 дизайнер ;0.0;0.0008155703608242409
 вчера ;0.0;0.0
 примерно ;0.0048456951254711;0.0
 исследование ;0.0;0.002805546453605159
 пропускать ;0.0;0.0
 пора ;0.00511134437042554;0.001783173750918902
 ценный ;0.004547565611633706;0.0
 йорк ;0.0;0.0
 течение ;0.0;0.0008848208515938896
 катание ;0.008912699823739548;0.0
 автоматизированный ;0.0;0.000882198268476181
 приводиться ;0.0;0.000882198268476181
 экспресс ;0.0;0.0
 ожидаться ;0.0;0.0
 первый ;0.007195654942538072;0.0042808837734694604
 ахмат ;0.015509748916583231;0.0
 изображение ;0.00802428187913506;0.0
 расизм ;0.0;0.0015033746789526693
 подключать ;0.0;0.0020036583630647143
 бельгийский ;0.0059298411939483296;0.0
 оценка ;0.005172291365849409;0.001978050952727396
 uber ;0.0;0.0014561348965125168
 президент ;0.010686722264957614;0.0
 илья ;0.004120180372989972;0.0
 skeldar ;0.0;0.001140816611761391
 расплескивать ;0.0;0.0
 направление ;0.0;0.002787447635129822
 комплектовать ;0.0;0.0
 профилирование ;0.0;0.002787447635129822
 рассчитывать ;0.0;0.00221651925041389
 планета ;0.0037722228774420287;0.0
 группа ;0.0;0.0
 количество ;0.0;0.007598411578978855
 отель ;0.0;0.001876141293031856
 никто ;0.006754623177550941;0.0
 олимпийский ;0.0048291998202196675;0.0
 неподвижный ;0.0;0.0012840683453194624
 барселона ;0.0;0.0
 двигаться ;0.0;0.0012840683453194624
 резервуар ;0.0;0.0010164690875075284
 алюминиевый ;0.0;0.0010164690875075284
 сотрудник ;0.0;0.0012840683453194624
 должно ;0.0037722228774420287;0.0
 возможно ;0.0;0.004213721654759
 благодаря ;0.0;0.0025059700050862384
 иннополис ;0.0;0.0
 правда ;0.0;0.0012868307292795843
 пополнение ;0.0;0.0
 самый ;0.0071291562199205846;0.0006608613937528522
 передвижение ;0.0;0.0012648234779355791
 завершаться ;0.007300378336429739;0.0
 собственный ;0.004083500003519881;0.0012868307292795843
 большой ;0.004456681141690249;0.004263839746490323
 италия ;0.0043574577606932145;0.0
 атмосфера ;0.0;0.001140816611761391
 случай ;0.0;0.006748246437236501
 интерьер ;0.0;0.0008155703608242409
 последний ;0.0;0.002135429041812056
 коробка ;0.0;0.0012840683453194624
 повсеместно ;0.0;0.0020036583630647143
 коммерческий ;0.0;0.003911535638169963
 пять ;0.0;0.0022393990560037862
 балашиха ;0.004120180372989972;0.0
 увеличение ;0.0;0.0
 наполоть ;0.0;0.0
 выключать ;0.0;0.002446711082472722
 второе ;0.0;0.0
 борт ;0.0;0.001140816611761391
 владелец ;0.0;0.0
 вт ;0.0;0.0010164690875075284
 сплав ;0.0;0.0010164690875075284
 фхб ;0.012306022074184414;0.0
 балл ;0.01016644087228779;0.0
 чемпионский ;0.00802428187913506;0.0
 очки ;0.004120180372989972;0.0
 дело ;0.0;0.0015430596622290332
 одолевать ;0.0038453184206224704;0.0
 торонто ;0.024008856090269655;0.0
 приводить ;0.0038676613586812064;0.0013217227875057043
 гретцки ;0.0;0.0
 манкунианец ;0.0;0.0
 рассмотрение ;0.0;0.0026465948054285432
 новостной ;0.0;0.0
 относить ;0.0;0.0015033746789526693
 поступать ;0.0;0.002861932399894925
 набирать ;0.013489667504678615;0.0
 ход ;0.0;0.0
 разгрузка ;0.0;0.0012648234779355791
 видеть ;0.0;0.0007024746061436067
 прошлое ;0.0;0.005109407164066837
 запугивание ;0.0;0.0015033746789526693
 выпуск ;0.0;0.0
 содержание ;0.0;0.006844899670568345
 статус ;0.0;0.0019846675730366588
 серия ;0.023327264864441487;0.0
 соревнование ;0.006231613399747714;0.0
 ермолина ;0.0193827805018844;0.0
 повышать ;0.0;0.0025296469558711582
 sony ;0.0;0.0
 портал ;0.0;0.003751120738920266
 автомобиль ;0.0;0.0024147057602661717
 pixel ;0.0;0.0
 показывать ;0.006312479520611608;0.0
 сообщение ;0.0;0.004361921109234554
 гексагональный ;0.0;0.001140816611761391
 дивизион ;0.0;0.0
 востребовать ;0.0;0.0008155703608242409
 газпромбанк ;0.0;0.008362342905389465
 инстаграм ;0.007504839614207898;0.0
 чемпион ;0.004604545791386224;0.0
 джермэйн ;0.0037722228774420287;0.0
 выступление ;0.013321372009224126;0.0
 харасмент ;0.0;0.0015033746789526693
 старый ;0.006312479520611608;0.0
 быстро ;0.0;0.000882198268476181
 дополнять ;0.0;0.0014561348965125168
 госпожа ;0.0048456951254711;0.0
 орган ;0.0;0.000882198268476181
 круговой ;0.0;0.0012840683453194624
 нижний ;0.0;0.001140816611761391
 страна ;0.0;0.0
 фунт ;0.0;0.0
 требование ;0.0;0.0025296469558711582
 собирать ;0.00802428187913506;0.0
 банк ;0.0;0.005574895270259644
 успех ;0.0;0.0012840683453194624
 теннисист ;0.012004428045134827;0.0
 россиянка ;0.006231613399747714;0.0
 поражение ;0.006312479520611608;0.0
 tech ;0.0;0.002598744111743143
 июль ;0.0;0.0012840683453194624
 подконтрольный ;0.0;0.0020036583630647143
 подмосковный ;0.004120180372989972;0.0
 очередь ;0.0;0.0018638205278216624
 сша ;0.0;0.0016950163877560726
 терренс ;0.006002214022567414;0.0
 предпочитать ;0.0059298411939483296;0.0
 который ;0.011120951766369694;0.010775187291048297
 глава ;0.0;0.004239518345078669
 орландо ;0.024008856090269655;0.0
 премиальный ;0.0;0.0008155703608242409
 касперский ;0.0;0.0016311407216484817
 различать ;0.0;0.0008155703608242409
 нанометровый ;0.0;0.0
 шесть ;0.0;0.000989025476363698
 спровоцировать ;0.0;0.0
 побеждать ;0.01016644087228779;0.0
 травля ;0.0;0.0015033746789526693
 глобальный ;0.0;0.0008155703608242409
 вредоносный ;0.0;0.0008155703608242409
 предварительный ;0.006754623177550941;0.0
 семантический ;0.0;0.0007024746061436067
 заставлять ;0.0;0.0012840683453194624
 штука ;0.0;0.00221651925041389
 тактовый ;0.0;0.0
 строить ;0.0;0.0014561348965125168
 блэкаут ;0.0;0.0020036583630647143
 потреблять ;0.0;0.0010164690875075284
 покупатель ;0.0;0.0
 подготовка ;0.007754874458291616;0.0
 xx ;0.0;0.0
 германия ;0.0;0.0
 прекращать ;0.0;0.0015005059429547979
 прогресс ;0.0;0.0021138615816067327
 португальский ;0.006312479520611608;0.0
 стабилизировать ;0.0;0.0012840683453194624
 настигать ;0.0;0.0015033746789526693
 лишь ;0.0033213048815686616;0.0025256414358354423
 среди ;0.0;0.001108259625206945
 постепенно ;0.0;0.0019079691098071445
 малан ;0.0;0.0008155703608242409
 выпускаться ;0.0;0.0
 хотя ;0.0037722228774420287;0.0
 подбор ;0.0049941495064383815;0.0007715298311145166
 уверенный ;0.0;0.0007715298311145166
 субъект ;0.0;0.0015033746789526693
 кашевар ;0.0;0.000882198268476181
 межбанковский ;0.0;0.005574895270259644
 осуществлять ;0.0;0.000882198268476181
 даниил ;0.012004428045134827;0.0
 рассматривать ;0.006153011037092207;0.0
 точка ;0.006312479520611608;0.0
 styler ;0.0;0.0008155703608242409
 banktech ;0.0;0.005574895270259644
 год ;0.0018303043097838505;0.004289170034568519
 клопп ;0.0037722228774420287;0.0
 petrovsky ;0.0;0.0008155703608242409
 агент ;0.0049377777018848375;0.0
 перелагать ;0.0;0.0020036583630647143
 платформа ;0.0;0.0028183978066809367
 бета ;0.0;0.0012840683453194624
 строчка ;0.0;0.0014561348965125168
 показатель ;0.0;0.0
 среднее ;0.0;0.0
 российский ;0.0049941495064383815;0.000989025476363698
 человечество ;0.0;0.001876141293031856
 поддерживать ;0.009418160238918264;0.0007461303678611407
 предшественник ;0.0;0.00221651925041389
 сходу ;0.0;0.0007024746061436067
 конверсия ;0.0;0.001140816611761391
 ранее ;0.016319911599501878;0.0006596500966669293
 либо ;0.0038453184206224704;0.001783173750918902
 кластер ;0.0;0.0008155703608242409
